X;Result
1.9200000000;0.5520188644
1.9300000000;0.5701620628
1.9400000000;0.5886686622
1.9500000000;0.6075413493
1.9600000000;0.6267828177
1.9700000000;0.6463957689
1.9800000000;0.6663829145
1.9900000000;0.6867469770
2.0000000000;0.7074906918
2.0100000000;0.7286168084
2.0200000000;0.7501280918
2.0300000000;0.7720273242
2.0400000000;0.7943173060
2.0500000000;0.8170008574
2.0600000000;0.8400808197
2.0700000000;0.8635600565
2.0800000000;0.8874414555
2.0900000000;0.9117279291
2.1000000000;0.9364330920
2.1100000000;0.9615395096
2.1200000000;0.9870599751
2.1300000000;1.0129975182
2.1400000000;1.0393552006
2.1500000000;1.0661361163
2.1600000000;1.0933433933
2.1700000000;1.1209801947
2.1800000000;1.1490497197
2.1900000000;1.1775552050
2.2000000000;1.2064999255
2.2100000000;1.2358871959
2.2200000000;1.2657203714
2.2300000000;1.2960028492
2.2400000000;1.3267380689
2.2500000000;1.3579295144
2.2600000000;1.3895807142
2.2700000000;1.4216952428
2.2800000000;1.4542767219
2.2900000000;1.4873288207
2.3000000000;1.5208552577
2.3100000000;1.5548598014
2.3200000000;1.5893462708
2.3300000000;1.6243185373
2.3400000000;1.6597805247
2.3500000000;1.6957362107
2.3600000000;1.7321896280
2.3700000000;1.7691448645
2.3800000000;1.8066060649
2.3900000000;1.8445774314
2.4000000000;1.8830632243
2.4100000000;1.9220677636
2.4200000000;1.9615954290
2.4300000000;2.0016506615
2.4400000000;2.0422379640
2.4500000000;2.0833619021
2.4600000000;2.1250484472
2.4700000000;2.1672611167
2.4800000000;2.2100245966
2.4900000000;2.2533437172
2.5000000000;2.2972233758
2.5100000000;2.3416685381
2.5200000000;2.3866842384
2.5300000000;2.4322755810
2.5400000000;2.4784477407
2.5500000000;2.5252059639
2.5600000000;2.5725555692
2.5700000000;2.6205019482
2.5800000000;2.6690505664
2.5900000000;2.7182069644
2.6000000000;2.7679767579
2.6100000000;2.8183656393
2.6200000000;2.8693793781
2.6300000000;2.9210238218
2.6400000000;2.9733048968
2.6500000000;3.0262286091
2.6600000000;3.0798010451
2.6700000000;3.1340283727
2.6800000000;3.1889168417
2.6900000000;3.2444727848
2.7000000000;3.3007026186
2.7100000000;3.3576128440
2.7200000000;3.4152100476
2.7300000000;3.4735009017
2.7400000000;3.5324921661
2.7500000000;3.5921906880
2.7600000000;3.6526034035
2.7700000000;3.7137373380
2.7800000000;3.7755996073
2.7900000000;3.8381974182
2.8000000000;3.9015380697
2.8100000000;3.9656289531
2.8200000000;4.0304775538
2.8300000000;4.0961299163
2.8400000000;4.1625190769
2.8500000000;4.2296891008
2.8600000000;4.2976478614
2.8700000000;4.3664033303
2.8800000000;4.4359635780
2.8900000000;4.5063367747
2.9000000000;4.5775311913
2.9100000000;4.6495552000
2.9200000000;4.7224172757
2.9300000000;4.7961259964
2.9400000000;4.8706900441
2.9500000000;4.9461182061
2.9600000000;5.0224193754
2.9700000000;5.0996025520
2.9800000000;5.1776768435
2.9900000000;5.2566514662
3.0000000000;5.3365357459
3.0100000000;5.4173391189
3.0200000000;5.4990711328
3.0300000000;5.5817414477
3.0400000000;5.6653598368
3.0500000000;5.7499361875
3.0600000000;5.8354805023
3.0700000000;5.9220029000
3.0800000000;6.0095136162
3.0900000000;6.0980230046
3.1000000000;6.1875415378
3.1100000000;6.2780798084
3.1200000000;6.3696485300
3.1300000000;6.4622585380
3.1400000000;6.5559207908
3.1500000000;6.6506463705
3.1600000000;6.7464464844
3.1700000000;6.8433324654
3.1800000000;6.9413157737
3.1900000000;7.0404079972
3.2000000000;7.1406208528
3.2100000000;7.2420333639
